	EPO	GATA3
1073	PTK2B	MBD2
1074	PTK2B	HSP90AA1
1075	PTK2B	PDPK1
1076	PTK2B	BCAR1
1077	PTK2B	GSN
1078	PTK2B	FLT1
1079	PTK2B	PIK3R1
1080	PTK2B	ITGAV
1081	PTK2B	SNCA
1082	PTK2B	SLC2A1
1083	PTK2B	FGFR3
1084	PTK2B	PTEN
1085	PTK2B	SHC1
1086	PTK2B	SYK
1087	PTK2B	SRC
1088	PTK2B	EGFR
1089	IRF9	RELA
1090	IRF9	NFKB1
1091	IRF9	DNMT3A
1092	IRF9	IRF1
1093	IRF9	STAT1
1094	TUBB3	VCL
1095	TUBB3	ARRB2
1096	TUBB3	GRB2
1097	TUBB3	PTEN
1098	TUBB3	TERF1
1099	TUBB3	NPM1
1100	TUBB3	SHC1
1101	TUBB3	MSN
1102	TUBB3	XPO1
1103	TUBB3	HDAC6
1104	TUBB3	EGFR
1105	TUBB3	RCC1
1106	TUBB3	SP1
1107	TUBB3	CDKN1A
1108	PARP1	KAT2B
1109	PARP1	SENP1
1110	PARP1	SP1
1111	PARP1	BMI1
1112	PARP1	SRC
1113	PARP1	CTNNB1
1114	PARP1	LGALS3
1115	PARP1	XRCC6
1116	PARP1	LMNA
1117	PARP1	NCOA6
1118	PARP1	EP300
1119	PARP1	NOTCH1
1120	PARP1	HOXB7
1121	PARP1	PRMT1
1122	PARP1	CDK2
1123	PARP1	HSPA2
1124	PARP1	TRAF6
1125	PARP1	DNMT1
1126	PARP1	MAPK3
1127	PARP1	JUN
1128	PARP1	NFKB2
1129	PARP1	TP53
1130	PARP1	KLF5
1131	PARP1	HDAC1
1132	PARP1	TCF3
1133	PARP1	SPP1
1134	PARP1	IKBKB
1135	PARP1	MAPK1
1136	PARP1	BRCA1
1137	PARP1	RBM14
1138	PARP1	NFKB1
1139	PARP1	CAND1
1140	PARP1	VCAM1
1141	PARP1	HSPA4
1142	PARP1	TERF2
1143	PARP1	FN1
1144	PARP1	PRKDC
1145	PARP1	HDAC9
1146	PARP1	MAPK13
1147	PARP1	ATM
1148	PARP1	VHL
1149	PARP1	CASP8
1150	PARP1	SIRT1
1151	PARP1	NQO1
1152	PARP1	CALR
1153	PARP1	HIF1A
1154	PARP1	HSPA5
1155	PARP1	CCNB1
1156	PARP1	NPM1
1157	PARP1	PTK2
1158	PARP1	FOXO1
1159	PARP1	PDPK1
1160	PARP1	CASP3
1161	PARP1	PRKAA1
1162	PARP1	SMARCA1
1163	PARP1	CDK1
1164	PARP1	NCL
1165	PARP1	RELA
1166	PARP1	TCF7L2
1167	PARP1	COPS5
1168	PARP1	CDKN1A
1169	PARP1	SET
1170	PARP1	RARA
1171	FBLN1	SMAD4
1172	FBLN1	FN1
1173	FBLN1	ITGB1
1174	FBLN1	DKK1
1175	FBLN1	SMAD3
1176	FBLN1	TCF7L2
1177	ADRA1A	BMP1
1178	NOD1	MAGED1
1179	NOD1	XIAP
1180	NOD1	CASP8
1181	NOD1	CFLAR
1182	NOD1	NLRP1
1183	NOD1	HSP90AA1
1184	NOD1	IRF1
1185	NOD1	CASP9
1186	NOD1	HSPA1A
1187	NOD1	CASP2
1188	NOD1	HSPA1B
1189	FBN1	TGFB1
1190	FBN1	DCN
1191	FBN1	RHOB
1192	FBN1	CALR
1193	FBN1	TGFBR1
1194	FBN1	HCK
1195	FBN1	PAK1
1196	DLC1	AKT1
1197	DLC1	WWC1
1198	DLC1	RASA1
1199	DLC1	CUL1
1200	DLC1	TNS3
1201	NDRG1	SPAG9
1202	NDRG1	HSPA4
1203	NDRG1	G6PD
1204	NDRG1	CLTC
1205	NDRG1	NAMPT
1206	NDRG1	CDH1
1207	NDRG1	BCL2L11
1208	NDRG1	ATP1A1
1209	NDRG1	HSP90AA1
1210	NDRG1	MVD
1211	NDRG1	XPO1
1212	NDRG1	NCL
1213	NDRG1	FTO
1214	NDRG1	XRCC6
1215	NDRG1	TP53
1216	NDRG1	HSPA5
1217	NDRG1	TSG101
1218	NDRG1	GSK3A
1219	NDRG1	MLH1
1220	NDRG1	CTNNB1
1221	RACK1	STAT3
1222	RACK1	TP63
1223	RACK1	IGF1R
1224	RACK1	AR
1225	RACK1	CAND1
1226	RACK1	COPS5
1227	RACK1	HIF1A
1228	RACK1	STAT1
1229	RACK1	INSR
1230	RACK1	ANXA2
1231	RACK1	BRCA1
1232	RACK1	CDKN1A
1233	RACK1	PRPF31
1234	RACK1	NR3C1
1235	RACK1	JUN
1236	RACK1	RASA1
1237	RACK1	GNAI2
1238	RACK1	HSPD1
1239	RACK1	DHRS2
1240	RACK1	ANXA6
1241	RACK1	CDK2
1242	RACK1	ANXA1
1243	RACK1	PRKCA
1244	RACK1	CISH
1245	RACK1	VIM
1246	RACK1	BCL2L11
1247	RACK1	VCAM1
1248	RACK1	ITGB1
1249	RACK1	BMI1
1250	RACK1	TP73
1251	RACK1	ENO1
1252	RACK1	AGTR1
1253	RACK1	IKBKB
1254	RACK1	VHL
1255	RACK1	NPM1
1256	RACK1	HNRNPA1
1257	RACK1	HSPA9
1258	RACK1	FN1
1259	RACK1	NCL
1260	RACK1	PRKCE
1261	RACK1	SRC
1262	RACK1	FBXW7
1263	RACK1	RNF2
1264	RACK1	TNFRSF1A
1265	RACK1	CUL1
1266	RACK1	VCL
1267	RACK1	PCBP2
1268	RACK1	HSP90AA1
1269	RACK1	YBX1
1270	RACK1	RAF1
1271	RACK1	RB1
1272	YAP1	LATS1
1273	YAP1	TP73
1274	YAP1	CREB1
1275	YAP1	ENO1
1276	YAP1	RUNX1
1277	YAP1	RUNX3
1278	YAP1	HSPA4
1279	YAP1	STAT1
1280	YAP1	FBXW7
1281	YAP1	PIN1
1282	YAP1	EGFR
1283	YAP1	MAP2K1
1284	YAP1	AKT2
1285	YAP1	KLF5
1286	YAP1	TP63
1287	YAP1	SUMO1
1288	YAP1	TP53BP2
1289	YAP1	PRDX1
1290	YAP1	LATS2
1291	YAP1	PTCH1
1292	YAP1	NF2
1293	YAP1	AMOT
1294	YAP1	AKT1
1295	YAP1	HIF1A
1296	YAP1	STK3
1297	YAP1	PML
1298	YAP1	EP300
1299	YAP1	XPO1
1300	YAP1	PRKAA1
1301	YAP1	SMAD3
1302	SCD	MYC
1303	SCD	EGFR
1304	ANGPT4	TEK
1305	PRMT5	HDAC1
1306	PRMT5	CDK4
1307	PRMT5	SIRT1
1308	PRMT5	DICER1
1309	PRMT5	MYBBP1A
1310	PRMT5	PRMT1
1311	PRMT5	GRB2
1312	PRMT5	IGF2BP1
1313	PRMT5	RELA
1314	PRMT5	SIRT6
1315	PRMT5	SREBF1
1316	PRMT5	TP53
1317	PRMT5	SMARCB1
1318	PRMT5	SF3B1
1319	PRMT5	JAK2
1320	PRMT5	SHC1
1321	PRMT5	TCF3
1322	PRMT5	TERF1
1323	PRMT5	WWOX
1324	PRMT5	CCND1
1325	PRMT5	CSNK1E
1326	PRMT5	VASP
1327	PRMT5	ATP1A1
1328	PRMT5	JAK3
1329	PRMT5	MBD2
1330	PRMT5	NPM1
1331	PRMT5	SMURF1
1332	PRMT5	ARRB2
1333	PRMT5	HSP90AA1
1334	PRMT5	VCAM1
1335	PRMT5	AHSA1
1336	PRMT5	NCL
1337	PRMT5	YBX1
1338	PRMT5	HSPD1
1339	PRMT5	TERF2
1340	PRMT5	DNMT3A
1341	PRMT5	FN1
1342	PRMT5	SMARCA4
1343	JAG1	FBXW7
1344	JAG1	THBS1
1345	JAG1	NOTCH1
1346	JAG1	TP63
1347	JAG1	MIB1
1348	AGT	GRB2
1349	AGT	ECE1
1350	AGT	TP53
1351	AGT	ACE2
1352	AGT	REN
1353	AGT	KNG1
1354	AGT	ACE
1355	AGT	AGTR1
1356	AGT	ENPEP
1357	AGTR1	JAK2
1358	AGTR1	SRC
1359	AGTR1	RAF1
1360	AGTR1	ARRB2
1361	AGTR1	EGFR
1362	AGTR1	MAPK1
1363	AGTR1	RAB5A
1364	AGTR1	AVPR2
1365	AGTR1	MAPK3
1366	AGTR1	MAP2K1
1367	AGTR1	HRAS
1368	MIF	PINX1
1369	MIF	ENO1
1370	MIF	VCL
1371	MIF	CFLAR
1372	MIF	FN1
1373	MIF	BCL2L11
1374	MIF	NME1
1375	MIF	HSP90AA1
1376	MIF	VCAM1
1377	MIF	VHL
1378	MIF	COPS5
1379	MIF	PARK7
1380	MIF	CD74
1381	MIF	TRAF6
1382	MIF	TP53
1383	MIF	FBXO11
1384	MIF	CDK2
1385	MIF	ILK
1386	MIF	FSCN1
1387	MIB1	TBK1
1388	MIB1	DLL1
1389	MIB1	MAPK14
1390	RBM14	FN1
1391	RBM14	SRSF1
1392	RBM14	RCC1
1393	RBM14	SMURF2
1394	RBM14	CUL1
1395	RBM14	POT1
1396	RBM14	RNF2
1397	RBM14	EP300
1398	RBM14	VCAM1
1399	RBM14	SF3B1
1400	RBM14	CLTC
1401	RBM14	RUNX1
1402	RBM14	HDAC9
1403	RBM14	HNRNPA1
1404	RBM14	BMI1
1405	RBM14	COPS5
1406	RBM14	QKI
1407	RBM14	NCOA6
1408	RBM14	NR3C1
1409	RBM14	CAND1
1410	SCNN1B	RAF1
1411	MLH1	CLIC1
1412	MLH1	FSCN1
1413	MLH1	ATF2
1414	MLH1	FLNB
1415	MLH1	PPP1R13B
1416	MLH1	MYC
1417	MLH1	ALDOA
1418	MLH1	KPNA2
1419	MLH1	CASP3
1420	MLH1	PMS2
1421	MLH1	AMOT
1422	MLH1	PRKDC
1423	MLH1	ATM
1424	MLH1	ANXA6
1425	MLH1	MSH6
1426	MLH1	SQSTM1
1427	MLH1	NBN
1428	MLH1	MSH2
1429	MLH1	GSTP1
1430	MLH1	BRCA1
1431	MLH1	MSH3
1432	MLH1	ANXA2
1433	AHR	RBX1
1434	AHR	BRCA1
1435	AHR	SRC
1436	AHR	AR
1437	AHR	HSPB1
1438	AHR	EP300
1439	AHR	RB1
1440	AHR	XPO1
1441	AHR	CTNNB1
1442	AHR	GNA13
1443	AHR	NFE2L2
1444	AHR	HSP90AA1
1445	AHR	SP1
1446	AHR	SMARCA4
1447	AHR	ARNT
1448	AHR	PRKCA
1449	AHR	RELA
1450	FGF2	FGFR1
1451	FGF2	COMT
1452	FGF2	FGFR2
1453	FGF2	PRMT1
1454	FGF2	PRKCA
1455	FGF2	THBS1
1456	FGF2	CRYAB
1457	FGF2	FGFR4
1458	FGF2	VTN
1459	FGF2	FGFR3
1460	FGF2	CD44
1461	FGF2	CSNK2A1
1462	FGF2	NRP1
1463	KMT2A	PLXNB1
1464	KMT2A	CLOCK
1465	KMT2A	KIF11
1466	KMT2A	AR
1467	KMT2A	MTA2
1468	KMT2A	NR3C1
1469	KMT2A	SMARCB1
1470	KMT2A	RUNX1
1471	KMT2A	CTNNB1
1472	KMT2A	DOT1L
1473	KMT2A	RNF2
1474	KMT2A	ING4
1475	KMT2A	HDAC1
1476	KMT2A	TP53
1477	KMT2A	NCL
1478	KMT2A	SIRT1
1479	KMT2A	SKP2
1480	KMT2A	CDC73
1481	KMT2A	PSIP1
1482	KMT2A	SET
1483	KMT2A	BMI1
1484	AKT1	IKBKB
1485	AKT1	HNRNPA1
1486	AKT1	EP300
1487	AKT1	MUL1
1488	AKT1	DAB2IP
1489	AKT1	PEA15
1490	AKT1	PRKCA
1491	AKT1	MAPK9
1492	AKT1	HMOX1
1493	AKT1	AR
1494	AKT1	AKT2
1495	AKT1	DNMT1
1496	AKT1	GAB2
1497	AKT1	SIRT6
1498	AKT1	CLTC
1499	AKT1	APLP2
1500	AKT1	HSPA5
1501	AKT1	SNCA
1502	AKT1	SMARCB1
1503	AKT1	AKT1S1
1504	AKT1	TRIM13
1505	AKT1	NPM1
1506	AKT1	CYLD
1507	AKT1	ALDOA
1508	AKT1	KAT2B
1509	AKT1	GSK3A
1510	AKT1	ENO1
1511	AKT1	SMAD2
1512	AKT1	ARRB2
1513	AKT1	TERF1
1514	AKT1	PTEN
1515	AKT1	CFLAR
1516	AKT1	RAC1
1517	AKT1	GSK3B
1518	AKT1	SLC9A1
1519	AKT1	SIRT1
1520	AKT1	EGFR
1521	AKT1	STAT1
1522	AKT1	SNAI1
1523	AKT1	HSP90AA1
1524	AKT1	CALM1
1525	AKT1	PPIA
1526	AKT1	ATM
1527	AKT1	SKP2
1528	AKT1	EIF4EBP1
1529	AKT1	TSC1
1530	AKT1	CDKN1B
1531	AKT1	SRC
1532	AKT1	RAF1
1533	AKT1	PIK3R1
1534	AKT1	RARA
1535	AKT1	STK3
1536	AKT1	CASP3
1537	AKT1	HSPA9
1538	AKT1	CDKN1A
1539	AKT1	YBX1
1540	AKT1	DVL2
1541	AKT1	MTOR
1542	AKT1	SMAD4
1543	AKT1	PDZK1
1544	AKT1	MARK2
1545	AKT1	BRAF
1546	AKT1	PRKCZ
1547	AKT1	NF2
1548	AKT1	SMAD3
1549	AKT1	HSPA4
1550	AKT1	BRCA1
1551	AKT1	CSNK2A1
1552	AKT1	CDC42
1553	AKT1	FOXO4
1554	AKT1	MAPK8
1555	AKT1	UCHL1
1556	AKT1	TBK1
1557	AKT1	CTNNB1
1558	AKT1	PIK3CB
1559	AKT1	PPP3CA
1560	AKT1	TRAF6
1561	AKT1	MST1R
1562	AKT1	NOTCH1
1563	AKT1	TSC2
1564	AKT1	PLXNB1
1565	AKT1	GATA2
1566	AKT1	PIK3CA
1567	AKT1	PAK1
1568	AKT1	VIM
1569	AKT1	PRKDC
1570	AKT1	HTRA2
1571	AKT1	CASP9
1572	AKT1	ILK
1573	AKT1	BCL2L1
1574	AKT1	RET
1575	AKT1	XIAP
1576	AKT1	HSPB1
1577	AKT1	PDPK1
1578	AKT1	CREB1
1579	AKT1	NFE2L2
1580	AKT1	MAPK14
1581	AKT1	RICTOR
1582	AKT1	ATP1A1
1583	AKT1	FOXO3
1584	AKT1	FOXO1
1585	AKT1	CDK2
1586	AKT1	CDKN1C
1587	AKT1	PIAS2
1588	AKT1	BAX
1589	AKT1	BCL2L11
1590	AKT1	ITPR1
1591	AKT2	TSC2
1592	AKT2	CDKN1A
1593	AKT2	EP300
1594	AKT2	CASP9
1595	AKT2	MST1R
1596	AKT2	FOXO3
1597	AKT2	CASP3
1598	AKT2	AR
1599	AKT2	PTEN
1600	AKT2	GSK3B
1601	AKT2	MTOR
1602	AKT2	FOXO1
1603	AKT2	EIF4EBP1
1604	AKT2	PIK3CB
1605	AKT2	XIAP
1606	AKT2	FOXO4
1607	AKT2	CDKN1B
1608	AKT2	EGFR
1609	AKT2	PIK3CD
1610	AKT2	PEA15
1611	AKT2	SNAI1
1612	AKT2	ARRB2
1613	AKT2	CTNNB1
1614	AKT2	PDPK1
1615	AKT2	BRAF
1616	AKT2	HSP90AA1
1617	AKT2	NAMPT
1618	AKT2	RAF1
1619	AKT2	BAX
1620	AKT2	GAB2
1621	AKT2	VIM
1622	AKT2	EZR
1623	AKT2	HTRA2
1624	AKT2	PRKCZ
1625	AKT2	RAC1
1626	AKT2	HSPB1
1627	AKT2	CREB1
1628	AKT2	AKT1S1
1629	AKT2	PRKDC
1630	AKT2	BRCA1
1631	FOXO4	PIN1
1632	FOXO4	MAPK9
1633	FOXO4	SIRT1
1634	FOXO4	MAPK8
1635	FOXO4	SMAD4
1636	FOXO4	VDR
1637	FOXO4	SMAD3
1638	FOXO4	XPO1
1639	FOXO4	CTNNB1
1640	FOXO4	OGT
1641	FOXO4	FOXO1
1642	ALAD	OGT
1643	ALAD	STAT5B
1644	ALAD	AGFG1
1645	FGF13	PRNP
1646	FGF13	PSEN1
1647	FGFR1	JAK2
1648	FGFR1	CTNNB1
1649	FGFR1	GRB2
1650	FGFR1	PIK3R2
1651	FGFR1	SRC
1652	FGFR1	HSP90AA1
1653	FGFR1	BCAR1
1654	FGFR1	CDH1
1655	FGFR1	PIK3R1
1656	FGFR1	NRP1
1657	FGFR1	TNFRSF10B
1658	FGFR1	SHC1
1659	FGFR1	MAPK14
1660	FGFR1	TGFBR2
1661	FGFR1	STAT3
1662	FGFR3	SOCS1
1663	FGFR3	STAT3
1664	FGFR3	GRB2
1665	FGFR3	HSPA1B
1666	FGFR3	STAT1
1667	FGFR3	HSP90AA1
1668	FGFR3	FGFR2
1669	FGFR3	HSPA4
1670	CCL11	DPP4
1671	FGFR2	ITGA5
1672	FGFR2	STAT3
1673	FGFR2	PIK3R1
1674	FGFR2	GRB2
1675	FGFR2	STAT5B
1676	FGFR2	STAT5A
1677	ULK1	NLRP3
1678	ULK1	BECN1
1679	ULK1	TRAF6
1680	ULK1	SQSTM1
1681	ULK1	MTOR
1682	ULK1	MUL1
1683	ULK1	PRKAA1
1684	FGFR4	HNF1A
1685	FGFR4	STAT3
1686	FGFR4	STAT1
1687	FGFR4	RNF20
1688	FGFR4	TFAP2A
1689	FGFR4	SP1
1690	MAD2L2	ADAM17
1691	MAD2L2	DICER1
1692	MAD2L2	CDH1
1693	MAD2L2	ADAM9
1694	MAD2L2	TCF7L2
1695	MAD2L2	MAD2L1
1696	MMP7	SPP1
1697	MMP7	CD44
1698	MMP7	PLG
1699	MMP7	TCF7L2
1700	MMP7	DCN
1701	MMP7	MMP9
1702	MERTK	GAS6
1703	MERTK	BMPR2
1704	MERTK	GRB2
1705	MERTK	HSP90AA1
1706	MMP9	FN1
1707	MMP9	THBS1
1708	MMP9	ITGB1
1709	MMP9	TGFB1
1710	MMP9	ITGA5
1711	MMP9	COL4A3
1712	MMP9	CXCL8
1713	MMP9	PLG
1714	MMP9	CD44
1715	CCL21	CCR7
1716	CCL21	CTSD
1717	CCL21	GOT2
1718	ALDH9A1	ALDOA
1719	ALDH9A1	ALDOB
1720	ALDH9A1	BRCA1
1721	ALDH9A1	USP46
1722	ALDH9A1	HAGH
1723	ALDOA	GLO1
1724	ALDOA	SOD2
1725	ALDOA	PLD2
1726	ALDOA	TERF1
1727	ALDOA	CDK2
1728	ALDOA	VCAM1
1729	ALDOA	HSP90AA1
1730	ALDOA	SP1
1731	ALDOA	ENO1
1732	ALDOA	PDPK1
1733	ALDOA	LIG4
1734	ALDOA	MAPK13
1735	ALDOA	ATF2
1736	ALDOA	ALDOB
1737	ALDOA	FN1
1738	ALDOA	LGALS1
1739	ALDOA	AHSA1
1740	ALDOA	EGFR
1741	ALDOA	HNRNPA1
1742	ALDOA	TGM2
1743	ALDOA	MAP2K7
1744	ALDOA	HSPD1
1745	VEGFD	ADAM9
1746	VEGFD	ITGB1
1747	VEGFD	FLT4
1748	VEGFD	KDR
1749	FKBP1A	PIN1
1750	FKBP1A	NME2
1751	FKBP1A	YY1
1752	FKBP1A	TGFBR1
1753	FKBP1A	VHL
1754	FKBP1A	TGFB1
1755	FKBP1A	BMPR1A
1756	FKBP1A	PPP3CA
1757	FKBP1A	ITPR1
1758	FKBP1A	ENO1
1759	FKBP1A	MTOR
1760	FKBP1A	FKBP4
1761	ALOX12	LMNA
1762	ALOX5	MAPK1
1763	ALOX5	DICER1
1764	ALOX5	GRB2
1765	ALOX5	PIK3R1
1766	FKBP4	EGFR
1767	FKBP4	SNCA
1768	FKBP4	SMURF2
1769	FKBP4	AR
1770	FKBP4	HSPB1
1771	FKBP4	HSPA4
1772	FKBP4	NR3C1
1773	FKBP4	HSP90AA1
1774	FKBP4	HSF1
1775	FKBP4	MKS1
1776	FKBP4	CSNK2A1
1777	FKBP4	CALM1
1778	FKBP4	VCAM1
1779	FKBP4	CDK2
1780	FKBP4	FOXO3
1781	FKBP4	SQSTM1
1782	FKBP4	IKBKB
1783	FKBP4	AHSA1
1784	CXCL12	FN1
1785	CXCL12	DPP4
1786	SDHA	TAP1
1787	SDHA	CAND1
1788	SDHA	COPS5
1789	SDHA	DLD
1790	SDHA	SDHAF2
1791	SDHA	HSPB1
1792	SDHA	FN1
1793	SDHA	XRCC6
1794	SDHA	ARRB2
1795	SDHA	HSPA9
1796	SDHA	SQSTM1
1797	SDHA	CUL1
1798	FOXC2	SATB2
1799	FOXC2	CREB1
1800	FOXM1	CDK1
1801	FOXM1	STAT3
1802	FOXM1	TERF1
1803	FOXM1	SART1
1804	FOXM1	CDK4
1805	FOXM1	FOXO3
1806	FOXM1	SP1
1807	FOXM1	SMAD3
1808	FOXM1	SUMO1
1809	FOXM1	RB1
1810	FOXM1	CCNB1
1811	FOXM1	CDH1
1812	FOXM1	CDK2
1813	FOXM1	CDC25B
1814	FOXM1	HSP90AA1
1815	FOXO1	XPO1
1816	FOXO1	SIRT1
1817	FOXO1	CCNB1
1818	FOXO1	CDK2
1819	FOXO1	RB1
1820	FOXO1	GSK3A
1821	FOXO1	SKP2
1822	FOXO1	MST1
1823	FOXO1	CUX1
1824	FOXO1	CDKN1A
1825	FOXO1	PAK1
1826	FOXO1	PML
1827	FOXO1	CEBPB
1828	FOXO1	HNF4A
1829	FOXO1	AR
1830	FOXO1	GSK3B
1831	FOXO1	SMAD4
1832	FOXO1	HOXA5
1833	FOXO1	SRC
1834	FOXO1	EP300
1835	FOXO1	CTNNB1
1836	FOXO1	SMARCA4
1837	FOXO1	ATG7
1838	FOXO1	RARA
1839	FOXO1	SMAD3
1840	FOXO1	SATB2
1841	FOXO1	SGK2
1842	FOXO1	HOXA11
1843	FOXO1	CDK1
1844	FOXO1	TSC2
1845	FOXO1	SIRT2
1846	FOXO3	ARHGEF2
1847	FOXO3	XPO1
1848	FOXO3	CTNNB1
1849	FOXO3	SKP2
1850	FOXO3	KAT2B
1851	FOXO3	MAPK3
1852	FOXO3	SMAD2
1853	FOXO3	NR1H2
1854	FOXO3	SIRT1
1855	FOXO3	IKBKB
1856	FOXO3	RB1
1857	FOXO3	ATM
1858	FOXO3	EP300
1859	FOXO3	BRCA1
1860	FOXO3	VDR
1861	FOXO3	MYC
1862	FOXO3	SMAD4
1863	FOXO3	TP53
1864	FOXO3	PIM1
1865	FOXO3	MAPK1
1866	FOXO3	SGK2
1867	FOXO3	HIF1A
1868	FOXO3	SMAD3
1869	CUL1	DAB2IP
1870	CUL1	FBXW4
1871	CUL1	MYC
1872	CUL1	CIRBP
1873	CUL1	CDKN1B
1874	CUL1	NCL
1875	CUL1	YBX1
1876	CUL1	CDKN1C
1877	CUL1	CDK4
1878	CUL1	DNMT3B
1879	CUL1	PPIA
1880	CUL1	IKBKB
1881	CUL1	CCNY
1882	CUL1	GHR
1883	CUL1	CDKN1A
1884	CUL1	HSPA9
1885	CUL1	FBXO11
1886	CUL1	KDR
1887	CUL1	CLTC
1888	CUL1	SKP2
1889	CUL1	HSPA5
1890	CUL1	YBX3
1891	CUL1	TRAF6
1892	CUL1	PML
1893	CUL1	HSPD1
1894	CUL1	IGF2BP1
1895	CUL1	HSPA4
1896	CUL1	SRSF1
1897	CUL1	CLU
1898	CUL1	NPM1
1899	CUL1	PRDX3
1900	CUL1	SCARB1
1901	CUL1	MYH9
1902	CUL1	HIPK2
1903	CUL1	GATA2
1904	CUL1	CDK2
1905	CUL1	CCND1
1906	CUL1	BTG1
1907	CUL1	NFKB2
1908	CUL1	TP73
1909	CUL1	HSPA1B
1910	CUL1	ILK
1911	CUL1	BTG2
1912	CUL1	ENO1
1913	CUL1	HNRNPA1
1914	CUL1	RICTOR
1915	CUL1	PLOD1
1916	CUL1	CALM2
1917	CUL1	MYBBP1A
1918	CUL1	HSPA1A
1919	CUL1	NFKB1
1920	CUL1	CAPRIN1
1921	CUL1	RELA
1922	CUL1	CALM1
1923	CUL1	COPS5
1924	CUL1	CAND1
1925	CUL1	SMAD3
1926	CUL1	VIM
1927	CUL1	SF3B1
1928	CUL1	TBK1
1929	CUL1	CTNNB1
1930	CUL1	RBX1
1931	CUL1	PRDX2
1932	CUL1	FAF1
1933	CUL1	RASSF1
1934	CUL1	KPNA2
1935	CUL1	CENPE
1936	CUL1	SQSTM1
1937	CUL1	PTBP1
1938	CUL1	HSP90AA1
1939	CUL1	PRDX1
1940	CUL1	HNRNPK
1941	CUL1	FBXW7
1942	CUL1	PCBP2
1943	CUL1	PIAS2
1944	CUL1	PTGS2
1945	AMFR	HMGCR
1946	AMFR	MYH9
1947	AMFR	FAF1
1948	AMFR	DERL2
1949	AMFR	HSPA4
1950	AMFR	HSPA5
1951	AMFR	ITPR1
1952	AMFR	SYVN1
1953	AMFR	HSPD1
1954	FLNA	BRCA2
1955	FLNA	BRCA1
1956	FLNA	CD44
1957	FLNA	LMNA
1958	FLNA	GNAS
1959	FLNA	GRB2
1960	FLNA	CALCR
1961	FLNA	ITGB1
1962	FLNA	GSN
1963	FLNA	MYH9
1964	FLNA	ARRB2
1965	FLNA	AR
1966	FLNA	CDC42
1967	FLNA	JUN
1968	FLNA	IKBKB
1969	FLNA	LIG4
1970	FLNA	MAP3K7
1971	FLNA	FSCN1
1972	FLNA	LGALS1
1973	FLNA	TPM1
1974	FLNA	DCN
1975	FLNA	GRM4
1976	FLNA	SSH2
1977	FLNA	CALM1
1978	FLNA	SIRT6
1979	FLNA	DRD1
1980	FLNA	STAT1
1981	FLNA	GRM5
1982	FLNA	ICAM1
1983	FLNA	SRC
1984	FLNA	CCNB2
1985	FLNA	MAPK14
1986	FLNA	VHL
1987	FLNA	CASR
1988	FLNA	FN1
1989	FLNA	JUP
1990	FLNA	RELA
1991	FLNA	SMAD3
1992	FLNA	DRD2
1993	FLNA	HSP90AA1
1994	FLNA	APC
1995	FLNA	MYC
1996	FLNA	CDK2
1997	FLNA	CDK1
1998	FLNA	VCAM1
1999	FLNA	PAK1
2000	FLNA	TGFB1
2001	FLNA	HNRNPA1
2002	FLNA	PIK3R1
2003	FLNA	CLTC
2004	FLNA	FLNB
2005	FLNA	NPM1
2006	FLNA	ANXA2
2007	FLNA	RAC1
2008	FLNA	PTK2
2009	FLNA	SMURF1
2010	FLNA	PRKCA
2011	FLNA	TP53
2012	FLNA	PSEN1
2013	FLNB	SIRT6
2014	FLNB	RNF2
2015	FLNB	SRC
2016	FLNB	NFKB1
2017	FLNB	EIF4EBP1
2018	FLNB	PIK3R1
2019	FLNB	APC
2020	FLNB	RAC1
2021	FLNB	SQSTM1
2022	FLNB	GRB2
2023	FLNB	PTEN
2024	FLNB	ITGB1
2025	FLNB	MYH9
2026	FLNB	FN1
2027	FLNB	CDK2
2028	FLNB	MAP3K7
2029	FLNB	NPM1
2030	FLNB	HSPB1
2031	FLNB	PSEN1
2032	FLNB	VCAM1
2033	FLNB	MAPK8
2034	FLNB	SMURF2
2035	FLT1	LDLR
2036	FLT1	PTK2
2037	FLT1	STAT3
2038	FLT1	GRB2
2039	FLT1	VEGFA
2040	FLT1	CTNNB1
2041	FLT1	NRP2
2042	FLT1	SRPK1
2043	FLT1	SHC1
2044	FLT1	VEGFB
2045	FLT1	KDR
2046	FLT1	STAT1
2047	FLT1	NRP1
2048	MYBBP1A	PPARGC1A
2049	MYBBP1A	VHL
2050	MYBBP1A	PCBP2
2051	MYBBP1A	YBX1
2052	MYBBP1A	RNF2
2053	MYBBP1A	AR
2054	MYBBP1A	EP300
2055	MYBBP1A	CAND1
2056	MYBBP1A	COPS5
2057	MYBBP1A	MCF2L
2058	MYBBP1A	DICER1
2059	MYBBP1A	MYC
2060	MYBBP1A	SRPK1
2061	MYBBP1A	JUN
2062	MYBBP1A	NFKB2
2063	MYBBP1A	BMI1
2064	MYBBP1A	SF3B1
2065	MYBBP1A	RELA
2066	MYBBP1A	HNRNPA1
2067	MYBBP1A	TP53
2068	MYBBP1A	IGF2BP1
2069	MYBBP1A	NCL
2070	MYBBP1A	NPM1
2071	SET	APEX1
2072	SET	KLF5
2073	SET	NME2
2074	SET	FAF1
2075	SET	ICAM1
2076	SET	LMNA
2077	SET	PRKAR1A
2078	SET	TFE3
2079	SET	CCNB1
2080	SET	FN1
2081	SET	CDK2
2082	SET	NPM1
2083	SET	RAC1
2084	SET	XPO1
