	EPO	GATA3
1075	RACK1	JUN
1076	RACK1	RASA1
1077	RACK1	HSPD1
1078	RACK1	ANXA6
1079	RACK1	CDK2
1080	RACK1	ANXA1
1081	RACK1	PRKCA
1082	RACK1	CISH
1083	RACK1	VIM
1084	RACK1	VCAM1
1085	RACK1	ITGB1
1086	RACK1	BMI1
1087	RACK1	TP73
1088	RACK1	ENO1
1089	RACK1	AGTR1
1090	RACK1	IKBKB
1091	RACK1	VHL
1092	RACK1	HNRNPA1
1093	RACK1	HSPA9
1094	RACK1	FN1
1095	RACK1	NCL
1096	RACK1	PRKCE
1097	RACK1	SRC
1098	RACK1	FBXW7
1099	RACK1	RNF2
1100	RACK1	TNFRSF1A
1101	RACK1	CUL1
1102	RACK1	VCL
1103	RACK1	PCBP2
1104	RACK1	HSP90AA1
1105	RACK1	YBX1
1106	RACK1	RAF1
1107	RACK1	RB1
1108	YAP1	LATS1
1109	YAP1	TP73
1110	YAP1	CREB1
1111	YAP1	ENO1
1112	YAP1	RUNX1
1113	YAP1	RUNX3
1114	YAP1	SLC9A3R1
1115	YAP1	HSPA4
1116	YAP1	STAT1
1117	YAP1	FBXW7
1118	YAP1	PIN1
1119	YAP1	EGFR
1120	YAP1	MAP2K1
1121	YAP1	AKT2
1122	YAP1	KLF5
1123	YAP1	SUMO1
1124	YAP1	TP53BP2
1125	YAP1	PRDX1
1126	YAP1	LATS2
1127	YAP1	PTCH1
1128	YAP1	NF2
1129	YAP1	AMOT
1130	YAP1	AKT1
1131	YAP1	HIF1A
1132	YAP1	STK3
1133	YAP1	PML
1134	YAP1	EP300
1135	YAP1	XPO1
1136	YAP1	PRKAA1
1137	YAP1	SMAD3
1138	SCD	MYC
1139	SCD	EGFR
1140	PRMT5	HDAC1
1141	PRMT5	CDK4
1142	PRMT5	SIRT1
1143	PRMT5	DICER1
1144	PRMT5	GRB2
1145	PRMT5	IGF2BP1
1146	PRMT5	RELA
1147	PRMT5	SIRT6
1148	PRMT5	SREBF1
1149	PRMT5	TP53
1150	PRMT5	SMARCB1
1151	PRMT5	JAK2
1152	PRMT5	SHC1
1153	PRMT5	TCF3
1154	PRMT5	TERF1
1155	PRMT5	WWOX
1156	PRMT5	CCND1
1157	PRMT5	CSNK1E
1158	PRMT5	VASP
1159	PRMT5	ATP1A1
1160	PRMT5	JAK3
1161	PRMT5	MBD2
1162	PRMT5	SMURF1
1163	PRMT5	ARRB2
1164	PRMT5	HSP90AA1
1165	PRMT5	VCAM1
1166	PRMT5	AHSA1
1167	PRMT5	NCL
1168	PRMT5	YBX1
1169	PRMT5	HSPD1
1170	PRMT5	TERF2
1171	PRMT5	DNMT3A
1172	PRMT5	FN1
1173	PRMT5	SMARCA4
1174	JAG1	FBXW7
1175	JAG1	THBS1
1176	JAG1	NOTCH1
1177	JAG1	MIB1
1178	AGT	GRB2
1179	AGT	ECE1
1180	AGT	TP53
1181	AGT	ACE2
1182	AGT	REN
1183	AGT	ACE
1184	AGT	AGTR1
1185	AGT	ENPEP
1186	AGTR1	JAK2
1187	AGTR1	SRC
1188	AGTR1	RAF1
1189	AGTR1	ARRB2
1190	AGTR1	EGFR
1191	AGTR1	MAPK1
1192	AGTR1	AVPR2
1193	AGTR1	MAPK3
1194	AGTR1	MAP2K1
1195	AGTR1	HRAS
1196	MIF	PINX1
1197	MIF	ENO1
1198	MIF	VCL
1199	MIF	CFLAR
1200	MIF	FN1
1201	MIF	NME1
1202	MIF	HSP90AA1
1203	MIF	VCAM1
1204	MIF	VHL
1205	MIF	COPS5
1206	MIF	PARK7
1207	MIF	CD74
1208	MIF	TRAF6
1209	MIF	TP53
1210	MIF	FBXO11
1211	MIF	CDK2
1212	MIF	ILK
1213	MIF	FSCN1
1214	MIB1	DLL1
1215	MIB1	MAPK14
1216	RBM14	FN1
1217	RBM14	SRSF1
1218	RBM14	RCC1
1219	RBM14	SMURF2
1220	RBM14	CUL1
1221	RBM14	RNF2
1222	RBM14	EP300
1223	RBM14	VCAM1
1224	RBM14	RUNX1
1225	RBM14	HDAC9
1226	RBM14	HNRNPA1
1227	RBM14	BMI1
1228	RBM14	COPS5
1229	RBM14	QKI
1230	RBM14	NCOA6
1231	RBM14	NR3C1
1232	AHR	RBX1
1233	AHR	BRCA1
1234	AHR	SRC
1235	AHR	AR
1236	AHR	HSPB1
1237	AHR	EP300
1238	AHR	RB1
1239	AHR	XPO1
1240	AHR	CTNNB1
1241	AHR	GNA13
1242	AHR	NFE2L2
1243	AHR	HSP90AA1
1244	AHR	SP1
1245	AHR	SMARCA4
1246	AHR	ARNT
1247	AHR	PRKCA
1248	AHR	RELA
1249	MLH1	CLIC1
1250	MLH1	FSCN1
1251	MLH1	ATF2
1252	MLH1	FLNB
1253	MLH1	PPP1R13B
1254	MLH1	MYC
1255	MLH1	ALDOA
1256	MLH1	KPNA2
1257	MLH1	CASP3
1258	MLH1	PMS2
1259	MLH1	AMOT
1260	MLH1	PRKDC
1261	MLH1	ATM
1262	MLH1	ANXA6
1263	MLH1	MSH6
1264	MLH1	SQSTM1
1265	MLH1	NBN
1266	MLH1	MSH2
1267	MLH1	GSTP1
1268	MLH1	BRCA1
1269	MLH1	ANXA2
1270	FGF2	FGFR1
1271	FGF2	FGFR2
1272	FGF2	PRKCA
1273	FGF2	THBS1
1274	FGF2	CRYAB
1275	FGF2	FGFR4
1276	FGF2	VTN
1277	FGF2	FGFR3
1278	FGF2	CD44
1279	FGF2	CSNK2A1
1280	FGF2	NRP1
1281	KMT2A	KIF11
1282	KMT2A	AR
1283	KMT2A	MTA2
1284	KMT2A	NR3C1
1285	KMT2A	SMARCB1
1286	KMT2A	RUNX1
1287	KMT2A	CTNNB1
1288	KMT2A	DOT1L
1289	KMT2A	RNF2
1290	KMT2A	ING4
1291	KMT2A	HDAC1
1292	KMT2A	TP53
1293	KMT2A	NCL
1294	KMT2A	SIRT1
1295	KMT2A	CDC73
1296	KMT2A	PSIP1
1297	KMT2A	SET
1298	KMT2A	BMI1
1299	AKT1	IKBKB
1300	AKT1	HNRNPA1
1301	AKT1	EP300
1302	AKT1	MUL1
1303	AKT1	DAB2IP
1304	AKT1	PRKCA
1305	AKT1	MAPK9
1306	AKT1	HMOX1
1307	AKT1	AR
1308	AKT1	AKT2
1309	AKT1	DNMT1
1310	AKT1	GAB2
1311	AKT1	SIRT6
1312	AKT1	APLP2
1313	AKT1	HSPA5
1314	AKT1	SNCA
1315	AKT1	SMARCB1
1316	AKT1	AKT1S1
1317	AKT1	TRIM13
1318	AKT1	CYLD
1319	AKT1	ALDOA
1320	AKT1	KAT2B
1321	AKT1	GSK3A
1322	AKT1	ENO1
1323	AKT1	SMAD2
1324	AKT1	ARRB2
1325	AKT1	TERF1
1326	AKT1	PTEN
1327	AKT1	CFLAR
1328	AKT1	RAC1
1329	AKT1	GSK3B
1330	AKT1	SLC9A1
1331	AKT1	SIRT1
1332	AKT1	EGFR
1333	AKT1	STAT1
1334	AKT1	SNAI1
1335	AKT1	HSP90AA1
1336	AKT1	PPIA
1337	AKT1	ATM
1338	AKT1	EIF4EBP1
1339	AKT1	TSC1
1340	AKT1	CDKN1B
1341	AKT1	SRC
1342	AKT1	RAF1
1343	AKT1	PIK3R1
1344	AKT1	RARA
1345	AKT1	STK3
1346	AKT1	CASP3
1347	AKT1	HSPA9
1348	AKT1	CDKN1A
1349	AKT1	YBX1
1350	AKT1	DVL2
1351	AKT1	MTOR
1352	AKT1	SMAD4
1353	AKT1	PDZK1
1354	AKT1	MARK2
1355	AKT1	BRAF
1356	AKT1	PRKCZ
1357	AKT1	NF2
1358	AKT1	SMAD3
1359	AKT1	HSPA4
1360	AKT1	BRCA1
1361	AKT1	CSNK2A1
1362	AKT1	CDC42
1363	AKT1	FOXO4
1364	AKT1	MAPK8
1365	AKT1	UCHL1
1366	AKT1	CTNNB1
1367	AKT1	PIK3CB
1368	AKT1	PPP3CA
1369	AKT1	TRAF6
1370	AKT1	MST1R
1371	AKT1	NOTCH1
1372	AKT1	TSC2
1373	AKT1	GATA2
1374	AKT1	PIK3CA
1375	AKT1	PAK1
1376	AKT1	VIM
1377	AKT1	PRKDC
1378	AKT1	CASP9
1379	AKT1	ILK
1380	AKT1	RET
1381	AKT1	XIAP
1382	AKT1	HSPB1
1383	AKT1	PDPK1
1384	AKT1	CREB1
1385	AKT1	NFE2L2
1386	AKT1	MAPK14
1387	AKT1	RICTOR
1388	AKT1	ATP1A1
1389	AKT1	FOXO3
1390	AKT1	FOXO1
1391	AKT1	CDK2
1392	AKT1	CDKN1C
1393	AKT1	PIAS2
1394	AKT1	BAX
1395	AKT2	TSC2
1396	AKT2	CDKN1A
1397	AKT2	EP300
1398	AKT2	CASP9
1399	AKT2	MST1R
1400	AKT2	FOXO3
1401	AKT2	CASP3
1402	AKT2	AR
1403	AKT2	PTEN
1404	AKT2	GSK3B
1405	AKT2	MTOR
1406	AKT2	FOXO1
1407	AKT2	EIF4EBP1
1408	AKT2	PIK3CB
1409	AKT2	XIAP
1410	AKT2	FOXO4
1411	AKT2	CDKN1B
1412	AKT2	EGFR
1413	AKT2	PIK3CD
1414	AKT2	SNAI1
1415	AKT2	ARRB2
1416	AKT2	CTNNB1
1417	AKT2	PDPK1
1418	AKT2	BRAF
1419	AKT2	HSP90AA1
1420	AKT2	NAMPT
1421	AKT2	RAF1
1422	AKT2	BAX
1423	AKT2	GAB2
1424	AKT2	VIM
1425	AKT2	EZR
1426	AKT2	PRKCZ
1427	AKT2	RAC1
1428	AKT2	HSPB1
1429	AKT2	CREB1
1430	AKT2	AKT1S1
1431	AKT2	PRKDC
1432	AKT2	BRCA1
1433	FOXO4	PIN1
1434	FOXO4	MAPK9
1435	FOXO4	SIRT1
1436	FOXO4	MAPK8
1437	FOXO4	SMAD4
1438	FOXO4	VDR
1439	FOXO4	SMAD3
1440	FOXO4	XPO1
1441	FOXO4	CTNNB1
1442	FOXO4	OGT
1443	FOXO4	FOXO1
1444	ALAD	OGT
1445	ALAD	STAT5B
1446	ALAD	AGFG1
1447	FGF13	PSEN1
1448	FGFR1	JAK2
1449	FGFR1	CTNNB1
1450	FGFR1	GRB2
1451	FGFR1	PIK3R2
1452	FGFR1	SRC
1453	FGFR1	HSP90AA1
1454	FGFR1	CDH1
1455	FGFR1	PIK3R1
1456	FGFR1	NRP1
1457	FGFR1	TNFRSF10B
1458	FGFR1	SHC1
1459	FGFR1	MAPK14
1460	FGFR1	TGFBR2
1461	FGFR1	STAT3
1462	FGFR3	SOCS1
1463	FGFR3	STAT3
1464	FGFR3	GRB2
1465	FGFR3	HSPA1B
1466	FGFR3	STAT1
1467	FGFR3	HSP90AA1
1468	FGFR3	FGFR2
1469	FGFR3	HSPA4
1470	CCL11	DPP4
1471	FGFR2	ITGA5
1472	FGFR2	STAT3
1473	FGFR2	PIK3R1
1474	FGFR2	GRB2
1475	FGFR2	STAT5B
1476	FGFR2	STAT5A
1477	FGFR4	HNF1A
1478	FGFR4	STAT3
1479	FGFR4	STAT1
1480	FGFR4	RNF20
1481	FGFR4	TFAP2A
1482	FGFR4	SP1
1483	ULK1	NLRP3
1484	ULK1	BECN1
1485	ULK1	TRAF6
1486	ULK1	SQSTM1
1487	ULK1	MTOR
1488	ULK1	MUL1
1489	ULK1	PRKAA1
1490	MMP7	SPP1
1491	MMP7	CD44
1492	MMP7	PLG
1493	MMP7	TCF7L2
1494	MMP7	DCN
1495	MMP7	MMP9
1496	MERTK	GAS6
1497	MERTK	GRB2
1498	MERTK	HSP90AA1
1499	MMP9	FN1
1500	MMP9	THBS1
1501	MMP9	ITGB1
1502	MMP9	TGFB1
1503	MMP9	ITGA5
1504	MMP9	COL4A3
1505	MMP9	CXCL8
1506	MMP9	PLG
1507	MMP9	CD44
1508	CCL21	CCR7
1509	CCL21	CTSD
1510	CCL21	GOT2
1511	ALDH9A1	ALDOA
1512	ALDH9A1	ALDOB
1513	ALDH9A1	BRCA1
1514	ALDH9A1	USP46
1515	ALDOA	SOD2
1516	ALDOA	PLD2
1517	ALDOA	TERF1
1518	ALDOA	CDK2
1519	ALDOA	VCAM1
1520	ALDOA	HSP90AA1
1521	ALDOA	SP1
1522	ALDOA	ENO1
1523	ALDOA	PDPK1
1524	ALDOA	LIG4
1525	ALDOA	ATF2
1526	ALDOA	ALDOB
1527	ALDOA	FN1
1528	ALDOA	LGALS1
1529	ALDOA	AHSA1
1530	ALDOA	EGFR
1531	ALDOA	HNRNPA1
1532	ALDOA	TGM2
1533	ALDOA	MAP2K7
1534	ALDOA	HSPD1
1535	VEGFD	ADAM9
1536	VEGFD	ITGB1
1537	VEGFD	FLT4
1538	VEGFD	KDR
1539	ALOX5	MAPK1
1540	ALOX5	DICER1
1541	ALOX5	GRB2
1542	ALOX5	PIK3R1
1543	FKBP4	EGFR
1544	FKBP4	SNCA
1545	FKBP4	SMURF2
1546	FKBP4	AR
1547	FKBP4	HSPB1
1548	FKBP4	HSPA4
1549	FKBP4	NR3C1
1550	FKBP4	HSP90AA1
1551	FKBP4	HSF1
1552	FKBP4	CSNK2A1
1553	FKBP4	VCAM1
1554	FKBP4	CDK2
1555	FKBP4	FOXO3
1556	FKBP4	SQSTM1
1557	FKBP4	IKBKB
1558	FKBP4	AHSA1
1559	CXCL12	FN1
1560	CXCL12	DPP4
1561	SDHA	TAP1
1562	SDHA	COPS5
1563	SDHA	SDHAF2
1564	SDHA	HSPB1
1565	SDHA	FN1
1566	SDHA	XRCC6
1567	SDHA	ARRB2
1568	SDHA	HSPA9
1569	SDHA	SQSTM1
1570	SDHA	CUL1
1571	FOXC2	SATB2
1572	FOXC2	CREB1
1573	FOXM1	CDK1
1574	FOXM1	STAT3
1575	FOXM1	TERF1
1576	FOXM1	SART1
1577	FOXM1	CDK4
1578	FOXM1	FOXO3
1579	FOXM1	SP1
1580	FOXM1	SMAD3
1581	FOXM1	SUMO1
1582	FOXM1	RB1
1583	FOXM1	CCNB1
1584	FOXM1	CDH1
1585	FOXM1	CDK2
1586	FOXM1	CDC25B
1587	FOXM1	HSP90AA1
1588	FOXO1	XPO1
1589	FOXO1	SIRT1
1590	FOXO1	CCNB1
1591	FOXO1	CDK2
1592	FOXO1	RB1
1593	FOXO1	GSK3A
1594	FOXO1	MST1
1595	FOXO1	CUX1
1596	FOXO1	CDKN1A
1597	FOXO1	PAK1
1598	FOXO1	PML
1599	FOXO1	CEBPB
1600	FOXO1	HNF4A
1601	FOXO1	AR
1602	FOXO1	GSK3B
1603	FOXO1	SMAD4
1604	FOXO1	HOXA5
1605	FOXO1	SRC
1606	FOXO1	EP300
1607	FOXO1	CTNNB1
1608	FOXO1	SMARCA4
1609	FOXO1	ATG7
1610	FOXO1	RARA
1611	FOXO1	SMAD3
1612	FOXO1	SATB2
1613	FOXO1	HOXA11
1614	FOXO1	CDK1
1615	FOXO1	TSC2
1616	FOXO1	SIRT2
1617	FOXO3	ARHGEF2
1618	FOXO3	XPO1
1619	FOXO3	CTNNB1
1620	FOXO3	KAT2B
1621	FOXO3	MAPK3
1622	FOXO3	SMAD2
1623	FOXO3	NR1H2
1624	FOXO3	SIRT1
1625	FOXO3	IKBKB
1626	FOXO3	RB1
1627	FOXO3	ATM
1628	FOXO3	EP300
1629	FOXO3	BRCA1
1630	FOXO3	VDR
1631	FOXO3	MYC
1632	FOXO3	SMAD4
1633	FOXO3	TP53
1634	FOXO3	PIM1
1635	FOXO3	MAPK1
1636	FOXO3	HIF1A
1637	FOXO3	SMAD3
1638	CUL1	DAB2IP
1639	CUL1	FBXW4
1640	CUL1	MYC
1641	CUL1	CIRBP
1642	CUL1	CDKN1B
1643	CUL1	NCL
1644	CUL1	YBX1
1645	CUL1	CDKN1C
1646	CUL1	CDK4
1647	CUL1	DNMT3B
1648	CUL1	PPIA
1649	CUL1	IKBKB
1650	CUL1	GHR
1651	CUL1	CDKN1A
1652	CUL1	HSPA9
1653	CUL1	FBXO11
1654	CUL1	KDR
1655	CUL1	HSPA5
1656	CUL1	YBX3
1657	CUL1	TRAF6
1658	CUL1	PML
1659	CUL1	HSPD1
1660	CUL1	IGF2BP1
1661	CUL1	HSPA4
1662	CUL1	SRSF1
1663	CUL1	CLU
1664	CUL1	PRDX3
1665	CUL1	SCARB1
1666	CUL1	MYH9
1667	CUL1	HIPK2
1668	CUL1	GATA2
1669	CUL1	CDK2
1670	CUL1	CCND1
1671	CUL1	NFKB2
1672	CUL1	TP73
1673	CUL1	HSPA1B
1674	CUL1	ILK
1675	CUL1	BTG2
1676	CUL1	ENO1
1677	CUL1	HNRNPA1
1678	CUL1	RICTOR
1679	CUL1	PLOD1
1680	CUL1	HSPA1A
1681	CUL1	NFKB1
1682	CUL1	CAPRIN1
1683	CUL1	RELA
1684	CUL1	COPS5
1685	CUL1	SMAD3
1686	CUL1	VIM
1687	CUL1	CTNNB1
1688	CUL1	RBX1
1689	CUL1	PRDX2
1690	CUL1	RASSF1
1691	CUL1	KPNA2
1692	CUL1	CENPE
1693	CUL1	SQSTM1
1694	CUL1	PTBP1
1695	CUL1	HSP90AA1
1696	CUL1	PRDX1
1697	CUL1	HNRNPK
1698	CUL1	FBXW7
1699	CUL1	PCBP2
1700	CUL1	PIAS2
1701	CUL1	PTGS2
1702	AMFR	HMGCR
1703	AMFR	MYH9
1704	AMFR	HSPA4
1705	AMFR	HSPA5
1706	AMFR	HSPD1
1707	FLNA	BRCA1
1708	FLNA	CD44
1709	FLNA	GNAS
1710	FLNA	GRB2
1711	FLNA	CALCR
1712	FLNA	ITGB1
1713	FLNA	GSN
1714	FLNA	MYH9
1715	FLNA	ARRB2
1716	FLNA	AR
1717	FLNA	CDC42
1718	FLNA	JUN
1719	FLNA	IKBKB
1720	FLNA	LIG4
1721	FLNA	MAP3K7
1722	FLNA	FSCN1
1723	FLNA	LGALS1
1724	FLNA	TPM1
1725	FLNA	DCN
1726	FLNA	GRM4
1727	FLNA	SSH2
1728	FLNA	SIRT6
1729	FLNA	DRD1
1730	FLNA	STAT1
1731	FLNA	GRM5
1732	FLNA	ICAM1
1733	FLNA	SRC
1734	FLNA	MAPK14
1735	FLNA	VHL
1736	FLNA	CASR
1737	FLNA	FN1
1738	FLNA	RELA
1739	FLNA	SMAD3
1740	FLNA	DRD2
1741	FLNA	HSP90AA1
1742	FLNA	APC
1743	FLNA	MYC
1744	FLNA	CDK2
1745	FLNA	CDK1
1746	FLNA	VCAM1
1747	FLNA	PAK1
1748	FLNA	TGFB1
1749	FLNA	HNRNPA1
1750	FLNA	PIK3R1
1751	FLNA	FLNB
1752	FLNA	ANXA2
1753	FLNA	RAC1
1754	FLNA	PTK2
1755	FLNA	SMURF1
1756	FLNA	PRKCA
1757	FLNA	TP53
1758	FLNA	PSEN1
1759	FLNB	SIRT6
1760	FLNB	RNF2
1761	FLNB	SRC
1762	FLNB	NFKB1
1763	FLNB	EIF4EBP1
1764	FLNB	PIK3R1
1765	FLNB	APC
1766	FLNB	RAC1
1767	FLNB	SQSTM1
1768	FLNB	GRB2
1769	FLNB	PTEN
1770	FLNB	ITGB1
1771	FLNB	MYH9
1772	FLNB	FN1
1773	FLNB	CDK2
1774	FLNB	MAP3K7
1775	FLNB	HSPB1
1776	FLNB	PSEN1
1777	FLNB	VCAM1
1778	FLNB	MAPK8
1779	FLNB	SMURF2
1780	FLT1	LDLR
1781	FLT1	PTK2
1782	FLT1	STAT3
1783	FLT1	GRB2
1784	FLT1	VEGFA
1785	FLT1	CTNNB1
1786	FLT1	NRP2
1787	FLT1	SRPK1
1788	FLT1	SHC1
1789	FLT1	VEGFB
1790	FLT1	KDR
1791	FLT1	STAT1
1792	FLT1	NRP1
1793	SET	APEX1
1794	SET	KLF5
1795	SET	NME2
1796	SET	ICAM1
1797	SET	PRKAR1A
1798	SET	TFE3
1799	SET	CCNB1
1800	SET	FN1
1801	SET	CDK2
1802	SET	RAC1
1803	SET	XPO1
1804	SET	XRCC6
1805	SET	CD47
1806	SET	IRF1
1807	SET	PLOD2
1808	SET	FOS
1809	SET	MYC
1810	SET	TERF2
1811	SET	CDK5
1812	SET	NR3C1
1813	SET	VHL
1814	SET	CSNK2A1
1815	SET	TRAF6
1816	SET	CDKN1A
1817	SET	USP46
1818	SET	NME1
1819	SET	EP300
1820	SET	CDH1
1821	SET	TP53
1822	SET	TERF1
1823	FLT4	PTK2
1824	FLT4	HSP90AA1
1825	FLT4	SHC1
1826	FLT4	SRC
1827	FLT4	KDR
1828	FLT4	GRB2
1829	FLT4	ITGA5
1830	FLT4	LGALS3
1831	FLT4	ITGB1
1832	SFPQ	NR3C1
1833	SFPQ	PPARGC1A
1834	SFPQ	SRSF1
1835	SFPQ	SP1
1836	SFPQ	CDK2
1837	SFPQ	VCAM1
1838	SFPQ	VTN
1839	SFPQ	PTBP1
1840	SFPQ	MAPK1
1841	SFPQ	TSC1
1842	SFPQ	NFKB2
1843	SFPQ	PRKDC
1844	SFPQ	AHSA1
1845	SFPQ	CSNK2A1
1846	SFPQ	FN1
1847	SFPQ	STAT6
1848	SFPQ	HDAC1
1849	SFPQ	ARRB2
1850	SFPQ	TSG101
1851	SFPQ	RAC1
1852	SFPQ	SART1
1853	SFPQ	HNRNPA1
1854	SFPQ	COPS5
1855	SFPQ	PPM1D
1856	SFPQ	WWOX
1857	SFPQ	PARK7
1858	SFPQ	PIK3R2
1859	SFPQ	CAPRIN1
1860	SFPQ	SRC
1861	SFPQ	RELA
1862	SFPQ	APEX1
1863	SFPQ	AR
1864	SFPQ	PIN1
1865	SFPQ	NFKB1
1866	SFRP1	WNT2
1867	SFRP2	FN1
1868	SFRP2	PAX2
1869	SFRP2	ITGA5
1870	MED30	MED12
1871	MED30	FBXW7
1872	MED30	MTA2
1873	OGT	HSP90AA1
1874	OGT	GSK3B
1875	OGT	SMURF1
1876	OGT	RELA
1877	OGT	SUMO1
1878	OGT	WWOX
1879	OGT	SP1
1880	OGT	APC
1881	OGT	NUP62
1882	OGT	AGFG1
1883	OGT	CSNK2A1
1884	OGT	CD40
1885	OGT	CDK2
1886	OGT	HSPA4
1887	OGT	HSPA5
1888	OGT	HDAC1
1889	SRSF1	PRPF31
1890	SRSF1	BRCA1
1891	SRSF1	HNRNPK
1892	SRSF1	PRKDC
1893	SRSF1	VTN
1894	SRSF1	HSPD1
1895	SRSF1	XPO1
1896	SRSF1	PSIP1
1897	SRSF1	HNRNPA1
1898	SRSF1	SMURF1
1899	SRSF1	PHGDH
1900	SRSF1	SART1
1901	SRSF1	PPM1D
1902	SRSF1	TP53
1903	SRSF1	RNF2
1904	SRSF1	FN1
1905	SRSF1	CIRBP
1906	SRSF1	COPS5
1907	SRSF1	SRPK1
1908	ANGPT1	TEK
1909	ANGPT1	ANGPT2
1910	ANGPT1	ITGA5
1911	ANGPT2	TEK
1912	ANGPT2	CDKN1A
1913	FN1	NCL
1914	FN1	HSPA5
1915	FN1	ATF2
1916	FN1	SMAD4
1917	FN1	HIF1A
1918	FN1	STAT5A
1919	FN1	PLG
1920	FN1	CRP
1921	FN1	IGFBP5
1922	FN1	RCC1
1923	FN1	ANXA2
1924	FN1	SP1
1925	FN1	HSPD1
1926	FN1	CREB1
1927	FN1	HSP90AA1
1928	FN1	PRKDC
1929	FN1	IGF2BP1
1930	FN1	MSN
1931	FN1	PHGDH
1932	FN1	TGFB1
1933	FN1	CSNK2A1
1934	FN1	RAP2B
1935	FN1	THBS1
1936	FN1	PRDX3
1937	FN1	FSCN1
1938	FN1	HNRNPK
1939	FN1	RAC1
1940	FN1	XRCC6
1941	FN1	ILK
1942	FN1	CD44
1943	FN1	RARA
1944	FN1	KPNA2
1945	FN1	MYC
1946	FN1	HGF
1947	FN1	COL4A3
1948	FN1	JUN
1949	FN1	VIM
1950	FN1	G6PD
1951	FN1	HNRNPA1
1952	FN1	ITGA5
1953	FN1	ANXA1
1954	FN1	TGM2
1955	FN1	SRC
1956	FN1	GRB2
1957	FN1	EZR
1958	FN1	QKI
1959	FN1	GSN
1960	FN1	PCBP2
1961	FN1	LGALS3
1962	FN1	ITGB1
1963	FN1	MYH9
1964	FN1	TFRC
1965	FN1	HSPB1
1966	FN1	CTSD
1967	FN1	GSTP1
1968	FN1	VASP
1969	FN1	LGALS1
1970	FN1	HSPA1A
1971	FN1	CLIC1
1972	FN1	PPIA
1973	FN1	XPO1
1974	FN1	PTBP1
1975	FN1	HMGB1
1976	FN1	NQO1
1977	FN1	DCN
1978	FN1	CIRBP
1979	FN1	CDK1
1980	FN1	HSPA9
1981	FN1	EGFR
1982	FN1	PRDX1
1983	FN1	ENO1
1984	FN1	CDKN2A
1985	FN1	PRDX2
1986	FN1	HDAC1
1987	FN1	RAP1B
1988	FN1	YBX1
1989	FN1	HSPA1B
1990	FN1	VHL
1991	FN1	VCL
1992	EP400	FOS
1993	EP400	MYC
1994	EP400	TP53
1995	EP400	CTNNB1
1996	EP400	FBXW7
1997	EP400	HDAC1
1998	EP400	SMARCA4
1999	ATG7	SIRT1
2000	ATG7	EP300
2001	ATG7	SQSTM1
2002	ATG7	STAT1
2003	ATG7	CLN3
2004	PPM1D	DKK3
2005	PPM1D	NCL
2006	PPM1D	PRKDC
2007	ANXA2	MYH9
2008	ANXA2	TRPV5
2009	ANXA2	SIRT6
2010	ANXA2	GRB2
2011	ANXA2	CDK2
2012	ANXA2	SHC1
2013	ANXA2	ARRB2
2014	ANXA2	HSPD1
2015	ANXA2	SRC
2016	ANXA2	VHL
2017	ANXA2	PLG
2018	ANXA2	TP53
2019	ANXA2	PCBP2
2020	ANXA2	PRDX2
2021	ANXA2	HSP90AA1
2022	ANXA2	YBX1
2023	ANXA2	VCAM1
2024	ANXA2	SP1
2025	ANXA2	MYC
2026	ANXA2	PRKCZ
2027	ANXA2	VIM
2028	ANXA2	ANXA1
2029	ANXA2	STAT6
2030	ANXA2	PTEN
2031	ANXA2	VCL
2032	ANXA2	ANXA6
2033	ANXA2	TERF1
2034	ANXA2	PRKCA
2035	ANXA2	EP300
2036	ANXA2	ENO1
2037	ANXA2	CDK7
2038	ANXA2	LGALS1
2039	ANXA2	HNF1A
2040	ANXA2	NCL
2041	ANXA2	TRAF6
2042	ANXA2	WWOX
2043	ANXA2	PRKCE
2044	ANXA2	HNRNPA1
2045	ANXA1	TP53BP2
2046	ANXA1	YBX1
2047	ANXA1	KMT2B
2048	ANXA1	PRKCE
2049	ANXA1	PRKCZ
2050	ANXA1	ANXA6
2051	ANXA1	TGM2
2052	ANXA1	PRKCA
2053	ANXA1	VCAM1
2054	ANXA1	VIM
2055	ANXA1	ATF2
2056	ANXA1	KIF11
2057	ANXA1	HSPD1
2058	ANXA1	ENO1
2059	ANXA1	HSPB1
2060	ANXA1	HSP90AA1
2061	ANXA1	NCL
2062	ANXA1	TRPM7
2063	ANXA1	PPIA
2064	ANXA1	SRC
2065	ANXA1	EGFR
2066	ANXA1	RIPK1
2067	ANXA1	CDK2
2068	ANXA1	HNRNPA1
2069	ANXA1	WWOX
2070	ANXA1	RELA
2071	ANXA1	XRCC6
2072	FOS	PIN1
2073	FOS	HNF1A
2074	FOS	NCL
2075	FOS	RB1
2076	FOS	NCOA6
2077	FOS	SUMO1
2078	FOS	AQP1
2079	FOS	MAPK3
2080	FOS	EDN1
2081	FOS	CSNK2A1
2082	FOS	MAPK8
2083	FOS	MAPK1
2084	FOS	RELA
2085	FOS	SIRT1
2086	FOS	EGFR
2087	FOS	IKBKB
2088	FOS	IL2
2089	FOS	ATF2
2090	FOS	EP300
2091	FOS	CLU
2092	FOS	SMAD4
2093	FOS	STAT1
2094	FOS	MAPK14
2095	FOS	RUNX1
2096	FOS	JUN
2097	FOS	NQO1
2098	FOS	HSPA1A
2099	FOS	CXCL8
2100	FOS	SMAD3
2101	FOS	VDR
2102	FOS	COPS5
